EMDB id,Status,Entry_Title,Entry_Authors,Deposit_Date,Map_Release,Resolution,Method,Detector,Energy_Filter,Associated_PDB,Citation_Authors,Citation_Year,Journal
EMD-1105,REL,Global conformational rearrangements during the activation of the GDP/GTP exchange factor Vav3.,"Llorca O, Arias-Palomo E, Zugaza JL, Bustelo XR",1/19/2005,1/19/2006,22,singleParticle,KODAK 4489 FILM,,,"Llorca O, Arias-Palomo E, Zugaza JL, Bustelo XR",2005,EMBO J
EMD-1106,REL,Structural basis of pore formation by the bacterial toxin pneumolysin.,"Tilley SJ, Orlova EV, Gilbert RJ, Andrew PW, Saibil HR",12/6/2004,1/20/2005,28,singleParticle,KODAK SO-163 FILM,,2bk2,"Tilley SJ, Orlova EV, Gilbert RJ, Andrew PW, Saibil HR",2005,Cell
EMD-1107,REL,Structural basis of pore formation by the bacterial toxin pneumolysin.,"Tilley SJ, Orlova EV, Gilbert RJ, Andrew PW, Saibil HR",1/19/2005,1/20/2005,29,singleParticle,KODAK SO-163 FILM,,2bk1,"Tilley SJ, Orlova EV, Gilbert RJ, Andrew PW, Saibil HR",2005,Cell
EMD-1108,REL,Structural basis of pore formation by the bacterial toxin pneumolysin.,"Tilley SJ, Orlova EV, Gilbert RJ, Andrew PW, Saibil HR",1/19/2005,1/20/2005,28,singleParticle,KODAK SO-163 FILM,,2bk1,"Tilley SJ, Orlova EV, Gilbert RJ, Andrew PW, Saibil HR",2005,Cell
EMD-1109,REL,Structural insights into the activity of enhancer-binding proteins.,"Rappas M, Schumacher J, Beuron F, Niwa H, Bordes P, Wigneshweraraj S, Keetch CA, Robinson CV, Buck M, Zhang X",2/8/2005,4/26/2005,20,singleParticle,KODAK SO-163 FILM,,,"Rappas M, Schumacher J, Beuron F, Niwa H, Bordes P, Wigneshweraraj S, Keetch CA, Robinson CV, Buck M, Zhang X",2005,Science
EMD-1110,REL,Structural basis for the function of the ribosomal L7/12 stalk in factor binding and GTPase activation.,"Diaconu M, Kothe U, Schlunzen F, Harms JM, Fischer N, Stark H, Rodnina MV, Wahl MC",2/22/2005,7/5/2005,18,singleParticle,KODAK SO-163 FILM,,,"Diaconu M, Kothe U, Schlunzen F, Fischer N, Harms JM, Tonevitsky AG, Stark H, Rodnina MV, Wahl MC",2005,Cell
EMD-1111,REL,A quasi-atomic model of human adenovirus type 5 capsid.,"Fabry CM, Rosa-Calatrava M, Conway JF, Cusack S, Ruigrok RW, Schoehn G",2/25/2005,6/7/2006,22,singleParticle,KODAK SO-163 FILM,,4v4u,"Fabry CM, Rosa-Calatrava M, Conway JF, Zubieta C, Cusack S, Ruigrok RW, Schoehn G",2005,EMBO J
EMD-1112,REL,A quasi-atomic model of human adenovirus type 5 capsid.,"Fabry CM, Rosa-Calatrava M, Conway JF, Zubieta C, Cusack S, Ruigrok RW, Schoehn G",2/25/2005,6/7/2005,15.5,singleParticle,KODAK SO-163 FILM,,4v4u,"Fabry CM, Rosa-Calatrava M, Conway JF, Zubieta C, Cusack S, Ruigrok RW, Schoehn G",2005,EMBO J
EMD-1113,REL,A quasi-atomic model of human adenovirus type 5 capsid.,"Fabry CM, Rosa-Calatrava M, Conway JF, Zubieta C, Cusack S, Ruigrok RW, Schoehn G",2/23/2005,6/7/2005,10.3,singleParticle,KODAK SO-163 FILM,,,"Fabry CM, Rosa-Calatrava M, Conway JF, Zubieta C, Cusack S, Ruigrok RW, Schoehn G",2005,EMBO J
EMD-1114,REL,The crystal structure of coxsackievirus A21 and its interaction with ICAM-1.,"Xiao C, Bator-Kelly CM, Rieder E, Chipman PR, Craig A, Kuhn RJ, Wimmer E, Rossmann MG",3/29/2005,10/4/2005,8,singleParticle,KODAK SO-163 FILM,,1z7z,"Xiao C, Bator-Kelly CM, Rieder E, Chipman PR, Craig A, Kuhn RJ, Wimmer E, Rossmann MG",2005,Structure
EMD-1115,REL,Structural polymorphism of the major capsid protein of a double-stranded RNA virus: an amphipathic alpha helix as a molecular switch.,"Saugar I, Luque D, Ona A, Rodriguez JF, Carrascosa JL, Trus BL, Caston JR",3/30/2005,5/10/2006,12,singleParticle,KODAK SO-163 FILM,,,"Saugar I, Luque D, Ona A, Rodriguez JF, Carrascosa JL, Trus BL, Caston JR",2005,Structure
EMD-1116,REL,Conservation of the capsid structure in tailed dsDNA bacteriophages: the pseudoatomic structure of phi29.,"Morais MC, Choi KH, Chipman PR, Anderson DL, Rossmann MG",2/18/2005,4/26/2005,8.7,singleParticle,KODAK SO-163 FILM,,1yxn,"Morais MC, Choi KH, Koti JS, Chipman PR, Anderson DL, Rossmann MG",2005,Mol Cell
EMD-1117,REL,Conservation of the capsid structure in tailed dsDNA bacteriophages: the pseudoatomic structure of phi29.,"Morais MC, Choi KH, Koti JS, Chipman PR, Anderson DL, Rossmann MG",2/18/2005,4/26/2005,12.7,singleParticle,KODAK SO-163 FILM,,,"Morais MC, Choi KH, Koti JS, Chipman PR, Anderson DL, Rossmann MG",2005,Mol Cell
EMD-1118,REL,Structural polymorphism of the major capsid protein of a double-stranded RNA virus: an amphipathic alpha helix as a molecular switch.,"Saugar I, Luque D, Ona A, Rodriguez JF, Carrascosa JL, Trus BL, Caston JR",3/31/2005,5/11/2006,15,singleParticle,KODAK SO-163 FILM,,,"Saugar I, Luque D, Ona A, Rodriguez JF, Carrascosa JL, Trus BL, Caston JR",2005,Structure
EMD-1119,REL,Three-dimensional structure of the bacteriophage P22 tail machine.,"Tang L, Marion WR, Cingolani G, Prevelige PE, Johnson JE",4/1/2005,6/20/2005,23,singleParticle,KODAK SO-163 FILM,,,"Tang L, Marion WR, Cingolani G, Prevelige PE, Johnson JE",2005,EMBO J
EMD-1120,REL,Conservation of the capsid structure in tailed dsDNA bacteriophages: the pseudoatomic structure of phi29.,"Morais MC, Choi KH, Koti JS, Chipman PR, Anderson DL, Rossmann MG",2/17/2005,4/26/2005,7.9,singleParticle,KODAK SO-163 FILM,,1yxn,"Morais MC, Choi KH, Koti JS, Chipman PR, Anderson DL, Rossmann MG",2005,Mol Cell
EMD-1121,REL,Mapping the structure and function of the E1 and E2 glycoproteins in alphaviruses.,"Mukhopadhyay S, Zhang W, Gabler S, Chipman PR, Strauss EG, Strauss JH, Baker TS, Kuhn RJ, Rossmann MG",4/8/2005,1/16/2006,9,singleParticle,KODAK SO-163 FILM,,1z8y,"Mukhopadhyay S, Zhang W, Gabler S, Chipman PR, Strauss EG, Strauss JH, Baker TS, Kuhn RJ, Rossmann MG",2006,Structure
EMD-1122,REL,Visualizing tmRNA entry into a stalled ribosome.,"Valle M, Gillet R, Kaur S, Henne A, Ramakrishnan V, Frank J",3/24/2005,4/11/2005,13,singleParticle,KODAK SO-163 FILM,,1zc8,"Valle M, Gillet R, Kaur S, Henne A, Ramakrishnan V, Frank J",2003,Science
EMD-1123,REL,Membrane proteins modulate the bilayer curvature in the bacterial virus Bam35.,"Laurinmaki PA, Huiskonen JT, Bamford DH, Butcher SJ",4/27/2005,12/21/2005,7.4,singleParticle,KODAK SO-163 FILM,,,"Laurinmaki PA, Huiskonen JT, Bamford DH, Butcher SJ",2005,Structure
EMD-1124,REL,Membrane proteins modulate the bilayer curvature in the bacterial virus Bam35.,"Laurinmaki PA, Huiskonen JT, Bamford DH, Butcher SJ",4/27/2005,12/21/2005,18,singleParticle,KODAK SO-163 FILM,,,"Laurinmaki PA, Huiskonen JT, Bamford DH, Butcher SJ",2005,Structure
EMD-1125,REL,Localization and dynamic behavior of ribosomal protein L30e.,Halic M,2/7/2005,5/2/2007,9.5,singleParticle,,,1ysh,"Halic M, Becker T, Frank J, Spahn CM, Beckmann R",2005,Nat Struct Mol Biol
EMD-1126,REL,The tail structure of bacteriophage T4 and its mechanism of contraction.,"Kostyuchenko VA, Chipman PR, Leiman PG, Arisaka F, Mesyanzhinov VV, Rossmann MG",5/4/2005,10/4/2005,15,singleParticle,,,1zku 2bsg 3j2m 3foh,"Kostyuchenko VA, Chipman PR, Leiman PG, Arisaka F, Mesyanzhinov VV, Rossmann MG",2005,Nat Struct Mol Biol
EMD-1127,REL,Mechanism for the disassembly of the posttermination complex inferred from cryo-EM studies.,"Gao N, Zavialov AV, Li W, Sengupta J, Valle M, Gursky RP, Ehrenberg M, Frank J",5/11/2005,5/11/2006,15.5,singleParticle,KODAK SO-163 FILM,,1zn0 1zn1,"Gao N, Zavialov AV, Li W, Sengupta J, Valle M, Gursky RP, Ehrenberg M, Frank J",2005,Mol Cell
EMD-1128,REL,Mechanism for the disassembly of the posttermination complex inferred from cryo-EM studies.,"Gao N, Zavialov AV, Li W, Sengupta J, Valle M, Gursky RP, Ehrenberg M, Frank J",5/11/2005,5/11/2006,14.1,singleParticle,KODAK SO-163 FILM,,1zn0 1zn1,"Gao N, Zavialov AV, Li W, Sengupta J, Valle M, Gursky RP, Ehrenberg M, Frank J",2005,Mol Cell
EMD-1129,REL,Nucleotide-dependent bending flexibility of tubulin regulates microtubule assembly.,"Wang HW, Nogales E",5/11/2005,5/12/2005,12,helical,KODAK SO-163 FILM,,,"Wang HW, Nogales E",2005,Nature
EMD-1130,REL,Nucleotide-dependent bending flexibility of tubulin regulates microtubule assembly.,"Wang HW, Nogales E",5/12/2005,5/12/2005,12,helical,KODAK SO-163 FILM,,,"Wang HW, Nogales E",2005,Nature
EMD-1131,REL,Nucleotide-dependent bending flexibility of tubulin regulates microtubule assembly.,"Wang HW, Nogales E",5/12/2005,5/12/2005,18,helical,KODAK SO-163 FILM,,,"Wang HW, Nogales E",2005,Nature
EMD-1132,REL,A partial atomic structure for the flagellar hook of Salmonella typhimurium.,"Shaikh TR, Thomas DR, Chen JZ, Samatey FA, Matsunami H, Imada K, Namba K, DeRosier DJ",12/22/2004,5/19/2005,9,helical,,,2bgy 2bgz,"Shaikh TR, Thomas DR, Chen JZ, Samatey FA, Matsunami H, Imada K, Namba K, Derosier DJ",2005,Proc Natl Acad Sci USA
EMD-1133,REL,The structure of the poliovirus 135S cell entry intermediate at 10-angstrom resolution reveals the location of an externalized polypeptide that binds to membranes.,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",11/8/2004,6/7/2005,9.6,singleParticle,KODAK SO-163 FILM,,1xyr,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",2005,J Virol
EMD-1134,REL,Polymorphism and double hexamer structure in the archaeal minichromosome maintenance (MCM) helicase from Methanobacterium thermoautotrophicum.,"Gomez-Llorente Y, Fletcher RJ, Chen XS, Carazo JM, San Martin C",3/16/2005,7/1/2006,25,singleParticle,KODAK SO-163 FILM,,,"Gomez-Llorente Y, Fletcher RJ, Chen XS, Carazo JM, San Martin C",2005,J Biol Chem
EMD-1135,REL,Quaternary polymorphism of replicative helicase G40P: structural mapping and domain rearrangement.,"Nunez-Ramirez R, Robledo Y, mesa P, Alonso JC, Carazo JM, Donate LE",7/13/2005,5/16/2006,24,singleParticle,KODAK SO-163 FILM,,,"Nunez-Ramirez R, Robledo Y, Mesa P, Ayora S, Alonso JC, Carazo JM, Donate LE",2006,J Mol Biol
EMD-1136,REL,The structure of the poliovirus 135S cell entry intermediate at 10-angstrom resolution reveals the location of an externalized polypeptide that binds to membranes.,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",11/8/2004,7/21/2005,8.7,singleParticle,KODAK SO-163 FILM,,1xyr,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",2005,J Virol
EMD-1137,REL,The structure of the poliovirus 135S cell entry intermediate at 10-angstrom resolution reveals the location of an externalized polypeptide that binds to membranes.,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",11/8/2004,7/21/2005,10.3,singleParticle,KODAK SO-163 FILM,,1xyr,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",2005,J Virol
EMD-1138,REL,Structure of the hepatitis C virus IRES bound to the human 80S ribosome: remodeling of the HCV IRES.,"Boehringer D, Thermann R, Ostareck-Lederer A, Lewis JD, Stark H",7/27/2005,7/27/2006,15,singleParticle,KODAK SO-163 FILM,,2agn,"Boehringer D, Thermann R, Ostareck-Lederer A, Lewis JD, Stark H",2005,Structure
EMD-1139,REL,Localization of the coactivator Cdh1 and the cullin subunit Apc2 in a cryo-electron microscopy model of vertebrate APC/C.,"Dube P, Herzog F, Peters JM, Stark H",7/27/2005,7/27/2006,26,singleParticle,GENERIC TVIPS (4k x 4k),,,"Dube P, Herzog F, Gieffers C, Sander B, Riedel D, Muller SA, Engel A, Peters JM, Stark H",2005,Mol Cell
EMD-1140,REL,Localization of the coactivator Cdh1 and the cullin subunit Apc2 in a cryo-electron microscopy model of vertebrate APC/C.,"Dube P, Herzog F, Peters JM, Stark H",7/28/2005,7/28/2006,24,singleParticle,GENERIC TVIPS (4k x 4k),,,"Dube P, Herzog F, Gieffers C, Sander B, Riedel D, Muller SA, Engel A, Peters JM, Stark H",2005,Mol Cell
EMD-1141,REL,The structure of p53 tumour suppressor protein reveals the basis for its functional plasticity.,"Okorokov AL, Sherman MB, Milner J, Orlova EV",7/28/2005,7/28/2006,13.7,singleParticle,KODAK SO-163 FILM,,,"Okorokov AL, Sherman MB, Plisson C, Grinkevich V, Sigmundsson K, Selivanova G, Milner J, Orlova EV",2006,EMBO J
EMD-1142,REL,Localization of the coactivator Cdh1 and the cullin subunit Apc2 in a cryo-electron microscopy model of vertebrate APC/C.,"Dube P, Herzog F, Peters JM, Stark H",7/28/2005,7/28/2006,24,singleParticle,,,,"Dube P, Herzog F, Gieffers C, Sander B, Riedel D, Muller SA, Engel A, Peters JM, Stark H",2005,Mol Cell
EMD-1143,REL,Structure of the E. coli protein-conducting channel bound to a translating ribosome.,"Mitra K, Schaffitzel C, Shaikh T, Tama F, Jenni S, Brooks III CL, Ban N, Frank J",8/3/2005,6/13/2006,14.9,singleParticle,KODAK SO-163 FILM,,2akh 2aki,"Mitra K, Schaffitzel C, Shaikh T, Tama F, Jenni S, Brooks CL, Ban N, Frank J",2005,Nature
EMD-1144,REL,The structure of the poliovirus 135S cell entry intermediate at 10-angstrom resolution reveals the location of an externalized polypeptide that binds to membranes.,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",11/6/2004,9/2/2005,11,singleParticle,,,1xyr,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",2005,J Virol
EMD-1145,REL,The structure of the poliovirus 135S cell entry intermediate at 10-angstrom resolution reveals the location of an externalized polypeptide that binds to membranes.,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",11/10/2004,9/2/2005,11,singleParticle,,,1xyr,"Bubeck D, Filman DJ, Cheng N, Steven AC, Hogle JM, Belnap DM",2005,J Virol
EMD-1146,REL,Quaternary polymorphism of replicative helicase G40P: structural mapping and domain rearrangement.,"Nunez-Ramirez R, Robledo Y, mesa P, Alonso JC",8/5/2005,5/17/2006,24,singleParticle,KODAK SO-163 FILM,,,"Nunez-Ramirez R, Robledo Y, Mesa P, Ayora S, Alonso JC, Carazo JM, Donate LE",2006,J Mol Biol
EMD-1147,REL,Quaternary polymorphism of replicative helicase G40P: structural mapping and domain rearrangement.,"Nunez-Ramirez R, Robledo Y, mesa P, Alonso JC",8/5/2005,5/17/2006,24,singleParticle,KODAK SO-163 FILM,,,"Nunez-Ramirez R, Robledo Y, Mesa P, Ayora S, Alonso JC, Carazo JM, Donate LE",2006,J Mol Biol
EMD-1148,REL,Quaternary polymorphism of replicative helicase G40P: structural mapping and domain rearrangement.,"Nunez-Ramirez R, Robledo Y, mesa P, Alonso JC",8/5/2005,5/17/2006,22,singleParticle,KODAK SO-163 FILM,,,"Nunez-Ramirez R, Robledo Y, Mesa P, Ayora S, Alonso JC, Carazo JM, Donate LE",2006,J Mol Biol
EMD-1149,REL,Dodecameric structure of the small heat shock protein Acr1 from Mycobacterium tuberculosis.,"Kennaway CK, Benesch JL, Gohlke U, Wang L, Robinson CV, Orlova EV, Saibil HR, Saibi HR, Keep NH",8/5/2005,2/9/2006,16.5,singleParticle,KODAK SO-163 FILM,,2byu,"Kennaway CK, Benesch JL, Gohlke U, Wang L, Robinson CV, Orlova EV, Saibil HR, Saibi HR, Keep NH",2005,J Biol Chem
EMD-1150,REL,Kelp fly virus: a novel group of insect picorna-like viruses as defined by genome sequence analysis and a distinctive virion structure.,"Hartley CJ, Greenwood DR, Gilbert RJC",8/9/2005,9/2/2005,18,singleParticle,KODAK SO-163 FILM,,,"Hartley CJ, Greenwood DR, Gilbert RJ, Masoumi A, Gordon KH, Hanzlik TN, Fry EE, Stuart DI, Scotti PD",2005,J Virol
EMD-1151,REL,Electron cryotomography of the E. coli pyruvate and 2-oxoglutarate dehydrogenase complexes.,"Murphy GE, Jensen GJ",8/13/2005,2/3/2006,55,subtomogramAveraging,GATAN ULTRASCAN 1000 (2k x 2k),GIF 3000,,"Murphy GE, Jensen GJ",2005,Structure
EMD-1152,REL,Electron cryotomography of the E. coli pyruvate and 2-oxoglutarate dehydrogenase complexes.,"Murphy GE, Jensen GJ",8/16/2005,2/3/2006,55,subtomogramAveraging,GATAN ULTRASCAN 1000 (2k x 2k),GIF 3000,,"Murphy GE, Jensen GJ",2005,Structure
EMD-1153,REL,Kelp fly virus: a novel group of insect picorna-like viruses as defined by genome sequence analysis and a distinctive virion structure.,"Hartley CJ, Greenwood DR, Gilbert RJC",8/10/2005,9/2/2005,15,singleParticle,KODAK SO-163 FILM,,,"Hartley CJ, Greenwood DR, Gilbert RJ, Masoumi A, Gordon KH, Hanzlik TN, Fry EE, Stuart DI, Scotti PD",2005,J Virol
EMD-1154,REL,Kelp fly virus: a novel group of insect picorna-like viruses as defined by genome sequence analysis and a distinctive virion structure.,"Hartley CJ, Greenwood DR, Gilbert RJC",8/17/2005,9/2/2005,15,singleParticle,KODAK SO-163 FILM,,,"Hartley CJ, Greenwood DR, Gilbert RJ, Masoumi A, Gordon KH, Hanzlik TN, Fry EE, Stuart DI, Scotti PD",2005,J Virol
EMD-1155,REL,The mechanism of HIV-1 core assembly: insights from three-dimensional reconstructions of authentic virions.,"Briggs JAG, Grunewald K, Glass B, Forster F",8/30/2005,1/16/2006,,tomography,,GIF2000,,"Briggs JA, Grunewald K, Glass B, Forster F, Krausslich HG, Fuller SD",2006,Structure
EMD-1156,REL,ATPase-dependent cooperative binding of ORC and Cdc6 to origin DNA.,"Speck C, Chen Z, Li H, Stillman B",8/22/2005,9/7/2007,20,singleParticle,KODAK SO-163 FILM,,,"Speck C, Chen Z, Li H, Stillman B",2005,Nat Struct Mol Biol
EMD-1157,REL,ATPase-dependent cooperative binding of ORC and Cdc6 to origin DNA.,"Speck C, Chen Z, Li H, Stillman B",9/7/2005,9/7/2007,20,singleParticle,KODAK SO-163 FILM,,,"Speck C, Chen Z, Li H, Stillman B",2005,Nat Struct Mol Biol
EMD-1158,REL,Hepatitis B small surface antigen particles are octahedral.,"Gilbert RJC, Beales L, Blond D, Simon MN, Lin BY, Chisari FV, Stuart DI, Rowlands DJ",9/10/2005,9/10/2006,12,singleParticle,KODAK SO-163 FILM,,,"Gilbert RJ, Beales L, Blond D, Simon MN, Lin BY, Chisari FV, Stuart DI, Rowlands DJ",2005,Proc Natl Acad Sci USA
EMD-1159,REL,Hepatitis B small surface antigen particles are octahedral.,"Gilbert RJC, Beales L, Blond D, Simon MN",9/10/2005,9/10/2006,12,singleParticle,KODAK SO-163 FILM,,,"Gilbert RJ, Beales L, Blond D, Simon MN, Lin BY, Chisari FV, Stuart DI, Rowlands DJ",2005,Proc Natl Acad Sci USA
EMD-1160,REL,Double hexameric ring assembly of the type III protein translocase ATPase HrcN.,"Muller SA, Poyidis C, Stone R, Meesters C, Chami M, Engel A, Economou A, Stahlberg H",9/22/2005,8/7/2006,16,singleParticle,,,,"Muller SA, Pozidis C, Stone R, Meesters C, Chami M, Engel A, Economou A, Stahlberg H",2006,Mol MicroBiol
EMD-1161,REL,Maturation of phage T7 involves structural modification of both shell and inner core components.,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",9/22/2005,9/22/2006,24,singleParticle,KODAK SO-163 FILM,,,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",2005,EMBO J
EMD-1162,REL,Maturation of phage T7 involves structural modification of both shell and inner core components.,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",9/22/2005,9/22/2006,18,singleParticle,KODAK SO-163 FILM,,,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",2005,EMBO J
EMD-1163,REL,Maturation of phage T7 involves structural modification of both shell and inner core components.,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",9/22/2005,9/22/2006,25,singleParticle,KODAK SO-163 FILM,,,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",2005,EMBO J
EMD-1164,REL,Maturation of phage T7 involves structural modification of both shell and inner core components.,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",9/22/2005,9/22/2006,21,singleParticle,KODAK SO-163 FILM,,,"Agirrezabala X, Martin-Benito J, Caston JR, Miranda R, Valpuesta JM, Carrascosa JL",2005,EMBO J
EMD-1165,REL,A 9 angstroms single particle reconstruction from CCD captured images on a 200 kV electron cryomicroscope.,"Booth C, Jiang W, Baker ML, Zhou ZH, Ludtke SJ, Chiu W",9/7/2004,9/28/2006,9,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),,,"Booth CR, Jiang W, Baker ML, Zhou ZH, Ludtke SJ, Chiu W",2004,J Struct Biol
EMD-1166,REL,Cryo-EM reconstruction of dengue virus in complex with the carbohydrate recognition domain of DC-SIGN.,"Pokidysheva E, Zhang Y, Battisti AJ, Bator-Kelly CM, Chipman PR, Xiao C, Gregorio GG, Hendrickson WA, Kuhn RJ, Rossmann MG",9/29/2005,7/3/2006,25,singleParticle,KODAK SO-163 FILM,,2b6b,"Pokidysheva E, Zhang Y, Battisti AJ, Bator-Kelly CM, Chipman PR, Xiao C, Gregorio GG, Hendrickson WA, Kuhn RJ, Rossmann MG",2006,Cell
EMD-1167,REL,Cryo-EM reconstruction of dengue virus in complex with the carbohydrate recognition domain of DC-SIGN.,"Pokidysheva E, Zhang Y, Battisti AJ, Bator-Kelly CM, Chipman PR, Xiao C, Gregorio GG, Hendrickson WA, Kuhn RJ, Rossmann MG",10/3/2005,7/3/2006,25,singleParticle,KODAK SO-163 FILM,,2b6b,"Pokidysheva E, Zhang Y, Battisti AJ, Bator-Kelly CM, Chipman PR, Xiao C, Gregorio GG, Hendrickson WA, Kuhn RJ, Rossmann MG",2006,Cell
EMD-1168,REL,ERj1p uses a universal ribosomal adaptor site to coordinate the 80S ribosome at the membrane.,"Blau M, Mullapudi S, Becker T, Dudek J, Zimmermann R, Penczek PA, Beckmann R",10/10/2005,10/10/2006,23,singleParticle,,,,"Blau M, Mullapudi S, Becker T, Dudek J, Zimmermann R, Penczek PA, Beckmann R",2005,Nat Struct Mol Biol
EMD-1169,REL,ERj1p uses a universal ribosomal adaptor site to coordinate the 80S ribosome at the membrane.,"Blau M, Mullapudi S, Becker T, Dudek J, Zimmermann R, Penczek PA, Beckmann R",8/17/2005,10/10/2006,20,singleParticle,,,,"Blau M, Mullapudi S, Becker T, Dudek J, Zimmermann R, Penczek PA, Beckmann R",2005,Nat Struct Mol Biol
EMD-1170,REL,Structural roles for human translation factor eIF3 in initiation of protein synthesis.,"Siridechadilok B, Fraser CS, Hall RJ, Doudna JA, Nogales E",10/18/2005,10/19/2006,33,singleParticle,KODAK SO-163 FILM,,,"Siridechadilok B, Fraser CS, Hall RJ, Doudna JA, Nogales E",2005,Science
EMD-1171,REL,Structural roles for human translation factor eIF3 in initiation of protein synthesis.,"Siridechadilok B, Fraser CS, Hall RJ, Doudna JA, Nogales E",10/19/2005,10/19/2006,40,singleParticle,KODAK SO-163 FILM,,,"Siridechadilok B, Fraser CS, Hall RJ, Doudna JA, Nogales E",2005,Science
EMD-1172,REL,Conformational transition of initiation factor 2 from the GTP- to GDP-bound state visualized on the ribosome.,"Myasnikov AG, Marzi S, Simonetti A, Giuliodori AM, Gualerzi CO, Yusupova G, Yusupov M, Klaholz BP",9/14/2005,10/27/2006,11.5,singleParticle,KODAK SO-163 FILM,,,"Myasnikov AG, Marzi S, Simonetti A, Giuliodori AM, Gualerzi CO, Yusupova G, Yusupov M, Klaholz BP",2005,Nat Struct Mol Biol
EMD-1173,REL,Conformational transition of initiation factor 2 from the GTP- to GDP-bound state visualized on the ribosome.,"Myasnikov AG, Marzi S, Simonetti A, Giuliodori AM, Gualerzi CO, Yusupova G, Yusupov M, Klaholz BP",9/14/2005,10/27/2006,11,singleParticle,KODAK SO-163 FILM,,,"Myasnikov AG, Marzi S, Simonetti A, Giuliodori AM, Gualerzi CO, Yusupova G, Yusupov M, Klaholz BP",2005,Nat Struct Mol Biol
EMD-1174,REL,Structural analysis of the anaphase-promoting complex reveals multiple active sites and insights into polyubiquitylation.,"Passmore LA, Booth CR, Venien-Bryan C, Ludtke SJ, Fioretto C, Johnson LN, Chiu W, Barford D",10/26/2005,7/17/2006,20,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),,,"Passmore LA, Booth CR, Venien-Bryan C, Ludtke SJ, Fioretto C, Johnson LN, Chiu W, Barford D",2005,Mol Cell
EMD-1175,REL,Structure of epsilon15 bacteriophage reveals genome organization and DNA packaging/injection apparatus.,"Jiang W, Chang J, Jakana J, Weigele P, King J, Chiu W",11/2/2005,11/3/2006,20,singleParticle,GENERIC GATAN (4k x 4k),,,"Jiang W, Chang J, Jakana J, Weigele P, King J, Chiu W",2006,Nature
EMD-1176,REL,Structure of epsilon15 bacteriophage reveals genome organization and DNA packaging/injection apparatus.,"Jiang W, Chang J, Jakana J, Weigele P, King J, Chiu W",11/3/2005,11/3/2006,9.5,singleParticle,KODAK SO-163 FILM,,,"Jiang W, Chang J, Jakana J, Weigele P, King J, Chiu W",2006,Nature
EMD-1177,REL,Structure of Broadhaven virus by cryoelectron microscopy: correlation of structural and antigenic properties of Broadhaven virus and bluetongue virus outer capsid proteins.,"Schoehn G, Moss SR, Nuttall PA, Hewat EA",10/21/2005,11/7/2005,23,singleParticle,KODAK SO-163 FILM,,,"Schoehn G, Moss SR, Nuttall PA, Hewat EA",1997,Virology
EMD-1178,REL,Structure of the dodecahedral penton particle from human adenovirus type 3.,"Fuschiotti P, Schoehn G, Fender P, Fabry CMS, Hewat EA, Chroboczek J",11/4/2005,11/7/2005,9.3,singleParticle,KODAK SO-163 FILM,,2c9f 2c9g,"Fuschiotti P, Schoehn G, Fender P, Fabry CM, Hewat EA, Chroboczek J, Ruigrok RW, Conway JF",2006,J Mol Biol
EMD-1179,REL,Structure of the dodecahedral penton particle from human adenovirus type 3.,"Fuschiotti P, Schoehn G, Fender P, Fabry CMS, Hewat EA, Chroboczek J",11/4/2005,11/7/2005,16.5,singleParticle,KODAK SO-163 FILM,,,"Fuschiotti P, Schoehn G, Fender P, Fabry CM, Hewat EA, Chroboczek J, Ruigrok RW, Conway JF",2006,J Mol Biol
EMD-1180,REL,Allosteric signaling of ATP hydrolysis in GroEL-GroES complexes.,Ranson NA,11/18/2005,2/14/2006,7.7,singleParticle,KODAK SO-163 FILM,,2c7c,"Ranson NA, Clare DK, Farr GW, Houldershaw D, Horwich AL, Saibil HR",2006,Nat Struct Mol Biol
